id,word_id,ice,eng,answer,test_id,condition,knows_icelandic,youtube_usage
921cb482,28,gluggi,window,none,0,P,No,More than 45 minutes
921cb482,18,hlaupa,run,none,0,P,No,More than 45 minutes
921cb482,36,hreyfa,move,none,0,P,No,More than 45 minutes
921cb482,38,verkefni,project,none,0,P,No,More than 45 minutes
921cb482,27,hurð,door,none,0,P,No,More than 45 minutes
921cb482,22,hugsa,think,none,0,P,No,More than 45 minutes
921cb482,19,ganga,walk,none,0,P,No,More than 45 minutes
921cb482,17,borða,eat,none,0,P,No,More than 45 minutes
921cb482,8,tungl,moon,none,0,P,No,More than 45 minutes
921cb482,14,vinna,work,none,0,P,No,More than 45 minutes
921cb482,23,vita,know,none,0,P,No,More than 45 minutes
921cb482,9,haf,sea,none,0,P,No,More than 45 minutes
921cb482,7,haust,autumn,none,0,P,No,More than 45 minutes
921cb482,12,reiði,anger,none,0,P,No,More than 45 minutes
921cb482,15,hlæja,laugh,none,0,P,No,More than 45 minutes
921cb482,37,fjöldi,number,none,0,P,No,More than 45 minutes
921cb482,24,framkvæmt,implementation,none,0,P,No,More than 45 minutes
921cb482,25,forystumaður,leader,none,0,P,No,More than 45 minutes
921cb482,34,rödd,voice,none,0,P,No,More than 45 minutes
921cb482,11,friður,peace,none,0,P,No,More than 45 minutes
921cb482,4,draumur,dream,none,1,N,No,More than 45 minutes
921cb482,40,skap,mood,none,1,N,No,More than 45 minutes
921cb482,16,gráta,cry,none,1,N,No,More than 45 minutes
921cb482,3,gleði,joy,none,1,N,No,More than 45 minutes
921cb482,6,vor,spring,none,1,N,No,More than 45 minutes
921cb482,33,ferð,trip,none,1,N,No,More than 45 minutes
921cb482,26,borg,city,none,1,N,No,More than 45 minutes
921cb482,31,heppinn,lucky,none,1,N,No,More than 45 minutes
921cb482,35,sársauki,pain,none,1,N,No,More than 45 minutes
921cb482,10,ást,love,none,1,N,No,More than 45 minutes
921cb482,13,synda,swim,none,1,N,No,More than 45 minutes
921cb482,2,eldur,fire,none,1,N,No,More than 45 minutes
921cb482,5,hljóð,sound,none,1,N,No,More than 45 minutes
921cb482,39,árangur,success,none,1,N,No,More than 45 minutes
921cb482,21,heyra,hear,none,1,N,No,More than 45 minutes
921cb482,30,þögn,silence,none,1,N,No,More than 45 minutes
921cb482,20,sjá,see,none,1,N,No,More than 45 minutes
921cb482,29,mynd,picture,none,1,N,No,More than 45 minutes
921cb482,32,safn,museum,none,1,N,No,More than 45 minutes
921cb482,1,fjall,mountain,none,1,N,No,More than 45 minutes
