id,word_id,ice,eng,answer,test_id,condition,knows_icelandic,youtube_usage
10ff33ea,22,hugsa,think,none,0,P,No,0-15 minutes
10ff33ea,7,haust,autumn,none,0,P,No,0-15 minutes
10ff33ea,13,synda,swim,none,0,P,No,0-15 minutes
10ff33ea,15,hlæja,laugh,none,0,P,No,0-15 minutes
10ff33ea,5,hljóð,sound,none,0,P,No,0-15 minutes
10ff33ea,38,verkefni,project,none,0,P,No,0-15 minutes
10ff33ea,4,draumur,dream,none,0,P,No,0-15 minutes
10ff33ea,20,sjá,see,none,0,P,No,0-15 minutes
10ff33ea,12,reiði,anger,none,0,P,No,0-15 minutes
10ff33ea,30,þögn,silence,none,0,P,No,0-15 minutes
10ff33ea,10,ást,love,none,0,P,No,0-15 minutes
10ff33ea,18,hlaupa,run,none,0,P,No,0-15 minutes
10ff33ea,40,skap,mood,none,0,P,No,0-15 minutes
10ff33ea,14,vinna,work,none,0,P,No,0-15 minutes
10ff33ea,8,tungl,moon,none,0,P,No,0-15 minutes
10ff33ea,39,árangur,success,none,0,P,No,0-15 minutes
10ff33ea,23,vita,know,none,0,P,No,0-15 minutes
10ff33ea,36,hreyfa,move,none,0,P,No,0-15 minutes
10ff33ea,2,eldur,fire,none,0,P,No,0-15 minutes
10ff33ea,11,friður,peace,none,0,P,No,0-15 minutes
10ff33ea,32,safn,museum,,1,N,No,0-15 minutes
10ff33ea,33,ferð,trip,,1,N,No,0-15 minutes
10ff33ea,37,fjöldi,number,,1,N,No,0-15 minutes
10ff33ea,17,borða,eat,,1,N,No,0-15 minutes
10ff33ea,19,ganga,walk,,1,N,No,0-15 minutes
10ff33ea,29,mynd,picture,,1,N,No,0-15 minutes
10ff33ea,21,heyra,hear,,1,N,No,0-15 minutes
10ff33ea,24,framkvæmt,implementation,,1,N,No,0-15 minutes
10ff33ea,27,hurð,door,,1,N,No,0-15 minutes
10ff33ea,35,sársauki,pain,,1,N,No,0-15 minutes
10ff33ea,31,heppinn,lucky,,1,N,No,0-15 minutes
10ff33ea,25,forystumaður,leader,,1,N,No,0-15 minutes
10ff33ea,26,borg,city,,1,N,No,0-15 minutes
10ff33ea,6,vor,spring,,1,N,No,0-15 minutes
10ff33ea,34,rödd,voice,,1,N,No,0-15 minutes
10ff33ea,16,gráta,cry,,1,N,No,0-15 minutes
10ff33ea,3,gleði,joy,,1,N,No,0-15 minutes
10ff33ea,9,haf,sea,,1,N,No,0-15 minutes
10ff33ea,28,gluggi,window,,1,N,No,0-15 minutes
10ff33ea,1,fjall,mountain,,1,N,No,0-15 minutes
